Department,PrjInvId,Project Id,Person,NetId,Role,Start,End,Cost,Type,Title
,73125-8807,73125,"OSP, DIRECTOR",,PI,2013,2015,0,CONTRACT,"MASTER COOPERATIVE AGREEMENT - COASTAL STORM AWARENESS PROGRAM: NEW YORK COMPNENT, EXTENSION SERVICES (9/1/13 THROUGH 8/31/15)"
,73175-28167,73175,"MASTER AGREEMENT, OSP",,PI,2013,2015,0,CONTRACT,SEA GRANT MASTER - COASTAL STORM AWARENESS PROGRAM (9/1/13 - 8/31/15)
,73187-38370,73187,"NAAMAN, MOR",MN469,PI,2013,2015,348914,GRANT,CAREER: NOVEL APPROACHES FOR REASONING ABOUT LOCAL COMMUNITIES FROM SOCIAL AWARENESS STREAMS OF DATA
,73338-1358,73338,"WIEDMANN, MARTIN",MW16,PI,2013,2018,500000,CONTRACT,BUILDING RESEARCH CAPACITY IN DAIRY FOODS PROCESSING
,74037-38370,74037,"NAAMAN, MOR",MN469,PI,2013,2015,139398,CONTRACT,GOOGLE: SOCIAL TRACES ON PAGES
,74090-970,74090,"MCCOUCH, SUSAN R",SRM4,PI,2013,2016,70000,GRANT,"DISSECTING THE GENETIC, MOLECULAR AND PHYSIOLOGICAL BASIS OF ALUMINUM TOLERANCE IN RICE; IMPLICATIONS FOR CEREAL IMPROVEMENT: ATCA"
,74194-818,74194,"HARVELL, CATHERINE D",CDH5,CO,2013,2018,1018760,CONTRACT,CCRES - CAPTURING CORAL REEF AND RELATED ECOSYSTEM SERVICES
,74194-17287,74194,"MILSTEIN, MARK BRUCE",MM462,PI,2013,2018,1018760,CONTRACT,CCRES - CAPTURING CORAL REEF AND RELATED ECOSYSTEM SERVICES
,74633-12667,74633,"GAO, HUAIZHU",HG55,PI,2013,2015,250580,CONTRACT,UPGRADING NYMTC PPS-AQ TO MOVES 2013 STUDY Z-13-02
,75734-3014,75734,"BERGSTROM, GARY C",GCB3,PI,2013,2015,150000,CONTRACT,RESEARCH AND EXTENSION FOR MALTING BARLEY PRODUCTION IN NEW YORK
,65850-13367,65850,"ALTIER, CRAIG",CA223,PI,2014,2018,1629759,GRANT,REGULATION OF SALMONELLA VIRULENCE BY INTESTINAL FATTY ACIDS
,66309-1768,66309,"WIDOM, BENJAMIN",BW24,PI,2014,2017,330000,GRANT,"THEORY OF LIQUIDS AND LIQUID MIXTURES, THEIR STRUCTURES AND PHASE EQUILIBRIA"
,67827-2030,67827,"CLANCY, PAULETTE",PQC1,PI,2014,2015,182900,CONTRACT,IN-SITU ROLL-TO-ROLL PRINTING OF HIGHLY EFFICIENT ORGANIC SOLAR CELLS
,68020-30672,68020,"RUDD, BRIAN D",BDR54,PI,2014,2019,1870078,GRANT,MECHANISMS LIMITING NEONATAL IMMUNITY
,68027-33027,68027,"SEVIER, CAROLYN S",CSS224,PI,2014,2018,1478218,GRANT,MOLECULAR MECHANISMS TO MAINTAIN ER REDOX BALANCE
,68092-22247,68092,"LOVENHEIM, MICHAEL F",MFL55,PI,2014,2015,103522,GRANT,ALL BUSINESS: WHAT ARE THE ECONOMICS RETURNS TO UNDERGRADUATE BUSINESS MAJORS?
,68097-5464,68097,"PARKER, JOHN S",JSP7,PI,2014,2016,426250,GRANT,STUDIES OF THE GLOBAL TRANSLATIONAL RESPONSE TO HUMAN VIRUS INFECTION
,68097-19607,68097,"QIAN, SHU-BING",SQ38,CO,2014,2016,426250,GRANT,STUDIES OF THE GLOBAL TRANSLATIONAL RESPONSE TO HUMAN VIRUS INFECTION
,68165-40469,68165,"GRENIER, JENNIFER K.",JKG47,KP,2014,2019,7368918,COOP,SMALL RNA PATHWAYS IN MAMMALIAN GAMETOGENESIS
,68165-26067,68165,"GRIMSON, ANDREW",AWG58,KP,2014,2019,7368918,COOP,SMALL RNA PATHWAYS IN MAMMALIAN GAMETOGENESIS
,68165-9004,68165,"COHEN, PAULA E",PC242,PI,2014,2019,7368918,COOP,SMALL RNA PATHWAYS IN MAMMALIAN GAMETOGENESIS
,68165-7024,68165,"SCHIMENTI, JOHN C",JCS92,KP,2014,2019,7368918,COOP,SMALL RNA PATHWAYS IN MAMMALIAN GAMETOGENESIS
,68583-9824,68583,"PAWLOWSKA, TERESA E",TEP8,PI,2014,2016,278868,GRANT,MYCOPLASMA-RELATED ENDOBACTERIA OF ARBUSCULAR MYCORRHIZAL FUNGI: LIFE HISTORY AND EVOLUTIONARY GENOMICS
,68716-16407,68716,"COONROD, SCOTT A",SAC269,PI,2014,2018,327506,GRANT,IDENTIFICATION OF CITRULLINATED BIOMARKERS OF INFLAMMATORY DISEASE AND CANCER
,68868-34868,68868,"PEREBOOM, DERK",DP346,PI,2014,2016,36887,CONTRACT,"PROVIDENCE, RANDOMNESS, AND FREE WILL: MOVING BEYOND THE TRADITIONAL DEBATES"
,68895-3510,68895,"FORTIER, LISA",LAF4,PI,2014,2015,180223,GRANT,KNEE MENISCUS REGENERATION
,68964-1120,68964,"POLLACK, LOIS",LP26,PI,2014,2018,1363203,GRANT,RNA DYNAMICS: FROM GLOBAL STRUCTURE TO ATOMIC DETAIL
,69020-34628,69020,"SEGUIN, REBECCA",RS946,PI,2014,2018,1583906,GRANT,"STRONG HEARTS, HEALTHY COMMUNITIES ‰ÛÒ A RURAL COMMUNITY CVD PREVENTION PROGRAM"
,69020-12228,69020,"VERMEYLEN, FRANCOISE MARIE",FMV1,KP,2014,2018,1583906,GRANT,"STRONG HEARTS, HEALTHY COMMUNITIES ‰ÛÒ A RURAL COMMUNITY CVD PREVENTION PROGRAM"
,69239-2657,69239,"JOHNSON, BRUCE R",BRJ1,KP,2014,2018,1356252,GRANT,"NEUROTRANSMITTERS, NEUROMODULATORS AND MOTOR SYSTEMS"
,69239-3902,69239,"HARRIS-WARRICK, RONALD M",RMH4,PI,2014,2018,1356252,GRANT,"NEUROTRANSMITTERS, NEUROMODULATORS AND MOTOR SYSTEMS"
,69293-10366,69293,"CHEN, PENG",PC252,PI,2014,2016,170032,GRANT,CATALYTIC REACTIVITY AT NANOSCALE METAL-METAL INTERFACES
,69326-4065,69326,"FLANAGAN, EANNA",EEF3,PI,2014,2017,445000,GRANT,GRAVITATION PHYSICS AND RELATIVISTIC ASTROPHYSICS
,69367-6464,69367,"PERELSTEIN, MAXIM",MP325,CO,2014,2017,1940000,GRANT,ELEMENTARY PARTICLE THEORY
,69367-20627,69367,"MCALLISTER, LIAM",LM432,CO,2014,2017,1940000,GRANT,ELEMENTARY PARTICLE THEORY
,69367-17087,69367,"GROSSMAN, YUVAL",YG73,CO,2014,2017,1940000,GRANT,ELEMENTARY PARTICLE THEORY
,69367-1012,69367,"CSAKI, CSABA",CC338,PI,2014,2017,1940000,GRANT,ELEMENTARY PARTICLE THEORY
,69367-3936,69367,"LEPAGE, G P",GPL3,CO,2014,2017,1940000,GRANT,ELEMENTARY PARTICLE THEORY
,69433-35473,69433,"STALNECKER, CLINT",CAS444,FE,2014,2016,80066,GRANT,THE MITOCHONDRIAL ENZYME GLUTAMINASE: ITS ROLE IN CANCER CELL METABOLISM
,69433-2115,69433,"CERIONE, RICHARD A",RAC1,PI,2014,2016,80066,GRANT,THE MITOCHONDRIAL ENZYME GLUTAMINASE: ITS ROLE IN CANCER CELL METABOLISM
,69528-3222,69528,"MACY, MICHAEL",MWM14,PI,2014,2016,196116,GRANT,COLLABORATIVE RESEARCH: A NEW INFRASTRUCTURE FOR MONITORING SOCIAL CLASS NETWORKS
,69530-3002,69530,"TROCHIM, WILLIAM M",WMT1,PI,2014,2017,572235,GRANT,COLLABORATIVE RESEARCH: IMPACT OF THE SUMMER INSTITUTES ON FACULTY TEACHING AND STUDENT ACHIEVEMENT
,69589-13667,69589,"THOM, JULIA",JT297,PI,2014,2019,202527,COOP,U.S. CMS PHASE-1 UPGRADES - FPIX
,69600-20208,69600,"LEY, RUTH E",REL222,PI,2014,2016,127240,GRANT,TRICLOSAN EXPOSURE AND DEVELOPMENT OF THE INFANT MICROBIOME
,69615-30607,69615,"CHOUDHURY, TANZEEM K",TKC28,PI,2014,2016,170857,COOP,UBIMPRESS: UBIQUITOUS FIRST IMPRESSIONS AND UBIQUITOUS AWARENESS
,69636-17987,69636,"HOOKER, GILES J.",GJH27,CO,2014,2017,259997,GRANT,COLLABORATIVE RESEARCH: INTEGRAL PROJECTION MODELS FOR POPULATIONS IN VARYING ENVIRONMENTS: CONSTRUCTION AND ANALYSIS
,69636-3738,69636,"ELLNER, STEPHEN P.",SPE2,PI,2014,2017,259997,GRANT,COLLABORATIVE RESEARCH: INTEGRAL PROJECTION MODELS FOR POPULATIONS IN VARYING ENVIRONMENTS: CONSTRUCTION AND ANALYSIS
,69685-1967,69685,"TURGEON, EG ROBERT",ERT2,PI,2014,2017,637267,GRANT,HETEROGENEITY IN THE PHLOEM OF MINOR VEINS
,69703-2916,69703,"SORRELLS, MARK E",MES12,PI,2014,2018,472155,COOP,SELECTION OF IMPROVED CANDIDATE WHEAT VARIETIES USING GENOMIC ESTIMATED BREEDING VALUES
,69738-1484,69738,"PARRISH, COLIN R",CRP3,PI,2014,2015,321625,CONTRACT,NIAID CENTERS OF EXCELLENCE FOR INFLUENZA RESEARCH AND SURVEILLANCE
,69745-862,69745,"REPPY, JUDITH V",JVR2,PI,2014,2016,370000,GRANT,CREATING CONDITIONS FOR A STABLE TRANSITION TO A NEW NUCLEAR ORDER
,69765-15667,69765,"RICE, AARON N.",ANR37,CO,2014,2016,227435,CONTRACT,DESERT FAUNA DETECTION AND TRACKING SYSTEM
,69765-36430,69765,"HAWTHORNE, DEAN LEWIS",DH27,PI,2014,2016,227435,CONTRACT,DESERT FAUNA DETECTION AND TRACKING SYSTEM
,69765-876,69765,"CLARK, CHRISTOPHER W",CWC2,CO,2014,2016,227435,CONTRACT,DESERT FAUNA DETECTION AND TRACKING SYSTEM
,69768-22347,69768,"SHUI, BO",BS222,KP,2014,2019,3135603,GRANT,GENETIC RESOURCE FOR OPTICAL SIGNALING
,69768-7024,69768,"SCHIMENTI, JOHN C",JCS92,CO,2014,2019,3135603,GRANT,GENETIC RESOURCE FOR OPTICAL SIGNALING
,69768-2126,69768,"KOTLIKOFF, MICHAEL I",MIK7,PI,2014,2019,3135603,GRANT,GENETIC RESOURCE FOR OPTICAL SIGNALING
,69768-32112,69768,"LEE, FRANK K N",FKL3,KP,2014,2019,3135603,GRANT,GENETIC RESOURCE FOR OPTICAL SIGNALING
,69800-2440,69800,"CLARK, ANDREW G",AC347,PI,2014,2018,2163047,GRANT,POPULATION GENETIC CONSEQUENCES OF RECENT EXPLOSIVE POPULATION GROWTH IN HUMANS
,69800-23067,69800,"KEINAN, ALON",AK735,CO,2014,2018,2163047,GRANT,POPULATION GENETIC CONSEQUENCES OF RECENT EXPLOSIVE POPULATION GROWTH IN HUMANS
,69824-4011,69824,"HANSON, MAUREEN R",MRH5,PI,2014,2016,750000,GRANT,IDENTIFICATION OF THE PLANT RNA EDITOSOME
,69824-6984,69824,"BENTOLILA, STEPHANE",SB46,CO,2014,2016,750000,GRANT,IDENTIFICATION OF THE PLANT RNA EDITOSOME
,69861-1137,69861,"NOWAK, LINDA M",LMN1,KP,2014,2018,1356252,GRANT,"STRUCTURE, ACTIVATION, AND MODULATION OF AMPA/GLUTAMATE RECEPTORS"
,69861-3763,69861,"WEILAND, GREGORY A",GAW2,KP,2014,2018,1356252,GRANT,"STRUCTURE, ACTIVATION, AND MODULATION OF AMPA/GLUTAMATE RECEPTORS"
,69861-3240,69861,"OSWALD, ROBERT E",REO1,PI,2014,2018,1356252,GRANT,"STRUCTURE, ACTIVATION, AND MODULATION OF AMPA/GLUTAMATE RECEPTORS"
,69874-2212,69874,"RUBIN, DAVID L",DLR10,CO,2014,2019,100401477,COOP,OPERATION OF CORNELL HIGH ENERGY SYNCHROTRON SOURCE (CHESS)
,69874-2127,69874,"GRUNER, SOL M",SMG26,KP,2014,2019,100401477,COOP,OPERATION OF CORNELL HIGH ENERGY SYNCHROTRON SOURCE (CHESS)
,69874-4584,69874,"FONTES, ERNEST",EF11,CO,2014,2019,100401477,COOP,OPERATION OF CORNELL HIGH ENERGY SYNCHROTRON SOURCE (CHESS)
,69874-1398,69874,"PATTERSON, JULIET RITCHIE",JRP3,CO,2014,2019,100401477,COOP,OPERATION OF CORNELL HIGH ENERGY SYNCHROTRON SOURCE (CHESS)
,69874-3605,69874,"MILLER, MATTHEW P",MPM4,CO,2014,2019,100401477,COOP,OPERATION OF CORNELL HIGH ENERGY SYNCHROTRON SOURCE (CHESS)
,69951-27947,69951,"BAMBERGER, PETER A",PAB7,KP,2014,2019,2240638,GRANT,THE COLLEGE-TO-WORK TRANSITION & ALCOHOL MISUSE: AN ETIOLOGIC STUDY
,69951-1503,69951,"BACHARACH, SAMUEL",SB22,PI,2014,2019,2240638,GRANT,THE COLLEGE-TO-WORK TRANSITION & ALCOHOL MISUSE: AN ETIOLOGIC STUDY
,69953-1393,69953,"WALTER, MICHAEL T",MTW5,PI,2014,2017,170194,GRANT,HYDROLOGY-MICROBIOLOGY INTERACTIONS IN CONTROLLING LANDSCAPE PHOSPHORUS MOBILITY
,69958-3717,69958,"WELLS, MARTIN T",MTW1,PI,2014,2021,158071,COOP,"CETR FOR DRUG-RESISTANT TUBERCULOSIS: HITS, LEADS AND TARGETS: TRI-INSTITUTIONAL TB RESEARCH UNIT: PERSISTENCE AND LATENCY, PROJECT 4"
,69959-35889,69959,"CARPENTER, SARA",SC393,KP,2014,2018,319004,GRANT,TARGETS OF FUNGAL EFFECTORS AS KEYS TO DURABLE RESISTANCE IN CEREALS
,69959-35890,69959,"QI, SHAN",SQ53,KP,2014,2018,319004,GRANT,TARGETS OF FUNGAL EFFECTORS AS KEYS TO DURABLE RESISTANCE IN CEREALS
,69959-33587,69959,"BOGDANOVE, ADAM J",AJB7,PI,2014,2018,319004,GRANT,TARGETS OF FUNGAL EFFECTORS AS KEYS TO DURABLE RESISTANCE IN CEREALS
,69980-27167,69980,"AUGUST, AVERY",AA749,PI,2014,2016,429838,GRANT,SELECTIVE ARYL HYDROCARBON RECEPTOR MODULATORS AND T CELL EFFECTOR FUNCTION
,70007-22007,70007,"XU, KENONG",KX27,PI,2014,2017,412986,GRANT,ELUCIDATING THE GENETIC AND MOLECULAR MECHANISMS OF APPLE FRUIT ACIDITY
,70007-3215,70007,"CHENG, LAILIANG",LC89,CO,2014,2017,412986,GRANT,ELUCIDATING THE GENETIC AND MOLECULAR MECHANISMS OF APPLE FRUIT ACIDITY
,70011-8644,70011,"THALER, JENNIFER S",JST37,PI,2014,2017,380237,GRANT,PEST RESPONSES TO PREDATION RISK: MAXIMIZING BIOLOGICAL CONTROL OF THE COLORADO POTATO BEETLE
,70019-15749,70019,"NISHIMURA, NOZOMI",NN62,PI,2014,2019,505619,GRANT,BRAIN MICROCIRCULATION: NUMERICAL SIMULATION FOR INTER-SPECIES TRANSLATION WITH APPLICATIONS IN HUMAN HEALTH
,70019-12107,70019,"SCHAFFER, CHRIS",CS385,CO,2014,2019,505619,GRANT,BRAIN MICROCIRCULATION: NUMERICAL SIMULATION FOR INTER-SPECIES TRANSLATION WITH APPLICATIONS IN HUMAN HEALTH
,70039-35990,70039,"CORNWELL, EMILY R",ERC58,KP,2014,2016,86566,CONTRACT,THE POTENTIAL IMPACT OF VHSV ON THE POPULATION RECOVERY OF ST. LAWRENCE RIVER MUSKELLUNGE
,70039-5664,70039,"GETCHELL, RODMAN G",RGG4,PI,2014,2016,86566,CONTRACT,THE POTENTIAL IMPACT OF VHSV ON THE POPULATION RECOVERY OF ST. LAWRENCE RIVER MUSKELLUNGE
,70053-25328,70053,"WOLFORD, WENDY W",WWW43,PI,2014,2017,233500,GRANT,STANDARD RESEARCH GRANT: REDISCOVERING AFRICA: AGRICULTURAL SCIENCE AND SCIENTISTS FROM BRAZIL TO MOZAMBIQUE
,70072-13127,70072,"LIN, HENING",HL379,PI,2014,2018,1076796,GRANT,CHEMICAL APPROACHES FOR STUDYING THE BIOLOGY OF NAD-CONSUMING ENZYMES
,70088-8406,70088,"BARBASH, DANIEL A",DAB87,PI,2014,2017,1199691,GRANT,MOLECULAR GENETICS OF DROSOPHILA HYBRID LETHALITY
,70090-1956,70090,"LIU, JUN",JL53,PI,2014,2018,1178154,GRANT,MOLECULAR MECHANISMS MODULATING BMP SIGNALING
,70092-32970,70092,"GABALLA, AHMED",AG67,KP,2014,2018,1260019,GRANT,ZINC HOMEOSTASIS IN BACILLUS SUBTILIS
,70092-3893,70092,"HELMANN, JOHN D",JDH9,PI,2014,2018,1260019,GRANT,ZINC HOMEOSTASIS IN BACILLUS SUBTILIS
,70107-2159,70107,"SQUYRES, STEVEN W",SWS6,PI,2014,2019,22000,COOP,FOR THE PARTICIPATION OF PROFESSOR STEVE SQUYRES IN THE FINESSE (FIELD INVESTIGATIONS TO ENABLE SOLAR SYSTEM SCIENCE AND EXPLORATION) MISSION
,70131-3635,70131,"SPARKS, JED P",JPS66,PI,2014,2017,324673,CONTRACT,"RECOVERY OF NATIVE PLANT COMMUNITIES AND ECOLOGICAL PROCESSES FOLLOWING REMOVAL OF NONNATIVE, INVASIVE UNGULATES FROM PACIFIC ISLAND FOREST"
,70134-2115,70134,"CERIONE, RICHARD A",RAC1,PI,2014,2018,1351350,GRANT,CHARACTERIZATION OF GROWTH FACTOR-COUPLED SIGNALING
,70134-23468,70134,"KURPIOS, NATASZA",NK378,KP,2014,2018,1351350,GRANT,CHARACTERIZATION OF GROWTH FACTOR-COUPLED SIGNALING
,70140-6604,70140,"BUCKLEY, DANIEL H",DHB28,PI,2014,2017,495000,GRANT,IMPACTS OF NITROGEN DEPOSITION ON MICROBIAL COMMUNITY CARBON DYNAMICS IN FOREST SOILS
,70140-4223,70140,"GOODALE, CHRISTINE L.",CLG33,CO,2014,2017,495000,GRANT,IMPACTS OF NITROGEN DEPOSITION ON MICROBIAL COMMUNITY CARBON DYNAMICS IN FOREST SOILS
,70195-17692,70195,"HANRATH, TOBIAS",TH358,PI,2014,2016,100000,GRANT,"DESIGN, PROCESSING AND CHARACTERIZATION OF ADVANCED BINARY NANOPARTICLE CATALYSTS"
,70207-22007,70207,"XU, KENONG",KX27,PI,2014,2017,1556406,GRANT,ELUCIDATING THE GENE NETWORKS CONTROLLING BRANCH ANGLE AND THE DIRECTIONAL GROWTH OF LATERAL MERISTEMS IN TREES
,70263-3956,70263,"NICHOLSON, PHILIP D",PDN2,PI,2014,2017,304945,GRANT,PERIODIC AND VARIABLE STRUCTURE IN SATURN'S A AND B RINGS
,70287-2305,70287,"ANGERT, ESTHER R",ERA23,PI,2014,2017,700000,GRANT,IOS PRELIMINARY PROPOSAL: EXPLORING CIRCADIAN CYCLES IN INTESTINAL FIRMICUTES
,70288-1788,70288,"BOISCLAIR, YVES R",YRB1,PI,2014,2016,500000,GRANT,REGULATION AND ROLE OF THE INSULIN-SENSITIZING HORMONE ADIPONECTIN IN TRANSITION DAIRY COWS
,70288-3498,70288,"CURRIE, WILLIAM B",WBC1,CO,2014,2016,500000,GRANT,REGULATION AND ROLE OF THE INSULIN-SENSITIZING HORMONE ADIPONECTIN IN TRANSITION DAIRY COWS
,70290-1742,70290,"WOROBO, RANDY W",RWW8,CO,2014,2016,291023,GRANT,VALIDATION OF GEOSPATIAL ALGORITHMS TO PREDICT THE PREVALENCE AND PERSISTENCE OF PATHOGENS IN PRODUCE FIELDS TO IMPROVE GAPS
,70290-1358,70290,"WIEDMANN, MARTIN",MW16,PI,2014,2016,291023,GRANT,VALIDATION OF GEOSPATIAL ALGORITHMS TO PREDICT THE PREVALENCE AND PERSISTENCE OF PATHOGENS IN PRODUCE FIELDS TO IMPROVE GAPS
,70333-36030,70333,"BUCHON, NICOLAS S",NSB56,PI,2014,2017,142659,CONTRACT,VIRUS TRAFFICKING IN INSECT MIDGUT CELLS
,70365-4784,70365,"DELISA, MATTHEW",MD255,PI,2014,2015,126897,CONTRACT,ENGINEERING E. COLI FOR SIALYLATION OF THERAPEUTIC PROTEINS
,70369-27267,70369,"MEHTA, SAURABH",SM939,CO,2014,2019,3000000,GRANT,"INSPIRE TRACK 2: PUBLIC HEALTH, NANOTECHNOLOGY, AND MOBILITY (PHENOM)"
,70369-9584,70369,"ERICKSON, DAVID C",DE54,PI,2014,2019,3000000,GRANT,"INSPIRE TRACK 2: PUBLIC HEALTH, NANOTECHNOLOGY, AND MOBILITY (PHENOM)"
,70369-34688,70369,"ESTRIN, DEBORAH",DE226,CO,2014,2019,3000000,GRANT,"INSPIRE TRACK 2: PUBLIC HEALTH, NANOTECHNOLOGY, AND MOBILITY (PHENOM)"
,70369-30607,70369,"CHOUDHURY, TANZEEM K",TKC28,CO,2014,2019,3000000,GRANT,"INSPIRE TRACK 2: PUBLIC HEALTH, NANOTECHNOLOGY, AND MOBILITY (PHENOM)"
,70397-7006,70397,"LAZZARO, BRIAN",BL89,PI,2014,2016,109324,GRANT,THE GENOMIC BASIS FOR ADAPTATION TO A FUNGAL PATHOGEN
,70397-35477,70397,"SHAHRESTANI, PARVIN",PS774,FE,2014,2016,109324,GRANT,THE GENOMIC BASIS FOR ADAPTATION TO A FUNGAL PATHOGEN
,70413-2227,70413,"HYSELL, DAVID L",DLH37,PI,2014,2017,361565,GRANT,CEDAR: AURORAL ELECTROJET WAVES AND WAVE HEATING
,70433-31288,70433,"WOODARD, JOSHUA",JDW277,CO,2014,2016,600000,GRANT,CHARACTERIZATION OF GENOMIC SIGNATURES FOR RICE CROP RESILIENCE IN RESPONSE TO CLIMATE CHANGE IN THE US
,70433-970,70433,"MCCOUCH, SUSAN R",SRM4,PI,2014,2016,600000,GRANT,CHARACTERIZATION OF GENOMIC SIGNATURES FOR RICE CROP RESILIENCE IN RESPONSE TO CLIMATE CHANGE IN THE US
,70497-1534,70497,"LEHMANN, CHRISTOPHER J",CL273,PI,2014,2017,620000,GRANT,SOIL ORGANIC CARBON INTERACTIONS WITH ORGANIC MATTER ADDITIONS: MECHANISMS AND MODELS
,70505-36573,70505,"SINGH, ANKUR",AS2833,PI,2014,2016,395271,GRANT,(PQD5)BIOMATERIALS-BASED ADAPTIVE TUMOR MICROENVIRONMENTS FOR IN VITRO DRUG SCREENING AGAINST LYMPHOMA
,70509-20208,70509,"LEY, RUTH E",REL222,PI,2014,2017,699890,GRANT,INSPIRE TRACK 2: DEFINING THE ORGANIZATIONAL PRINCIPLES OF MICROBIAL COMMUNITIES COLONIZING PLANT ROOTS
,70567-2547,70567,"LAL, AMIT",AL274,PI,2014,2015,625781,CONTRACT,TRANSIENT MICRO-INTEGRATED REMOTE SENSORS
,70567-977,70567,"OBER, CHRISTOPHER K",CKO3,CO,2014,2015,625781,CONTRACT,TRANSIENT MICRO-INTEGRATED REMOTE SENSORS
,70575-14627,70575,"RAGUSO, ROBERT",RAR229,PI,2014,2018,352047,GRANT,DIMENSIONS: COLLABORATIVE RESEARCH: LANDSCAPES OF LINALOOL - SCENT-MEDIATED DIVERSIFICATION OF FLOWERS AND MOTHS ACROSS WESTERN NORTH AMERICA
,70605-2741,70605,"KETTERINGS, QUIRINE",QMK2,PI,2014,2016,21842,CONTRACT,SAM INITIATIVE: ACHIEVING SUBSURFACE APPLICATION OF MANURES IN THE CHESAPEAKE BAY BASIN
,70642-1601,70642,"LAI, DONG",DL57,PI,2014,2017,501388,GRANT,STAR-PLANET-DISK INTERACTIONS 
,70688-7724,70688,"JUST, DAVID R",DRJ3,CO,2014,2017,499998,GRANT,MARKET AND POLICY IMPLICATIONS OF INTEGRATED ENERGY AND AGRICULTURAL SECTORS THROUGH BIOFUEL AND AGRICULTURAL POLICIES
,70688-3938,70688,"DE GORTER, HARRY",HD15,PI,2014,2017,499998,GRANT,MARKET AND POLICY IMPLICATIONS OF INTEGRATED ENERGY AND AGRICULTURAL SECTORS THROUGH BIOFUEL AND AGRICULTURAL POLICIES
,70695-3251,70695,"WARNER, MILDRED E",MEW15,PI,2014,2017,495168,GRANT,RURAL SUSTAINABILITY: LINKING ECONOMICS AND THE ENVIRONMENT
,70699-19408,70699,"MOLNAR, ALYOSHA",AM699,PI,2014,2016,262608,CONTRACT,HIGH FREQUENCY PASSIVE MIXER CIRCUITS FOR ACT PROGRAM
,70700-36749,70700,"OPHIR, ALEXANDER",AGO25,PI,2014,2018,630000,GRANT,DO NEUROPEPTIDES SHAPE ALTERNATIVE MATING TACTICS AND REPRODUCTIVE SUCCESS THROUGH EFFECTS ON MEMORY?
,70704-24449,70704,"CASTELHANO, MARTA G.",MGC27,KP,2014,2016,29384,CONTRACT,IMMUNOPROFILING CANINE ITP FOR INDIVIDUALIZED THERAPY
,70704-1709,70704,"BROOKS, MARJORY B",MBB9,PI,2014,2016,29384,CONTRACT,IMMUNOPROFILING CANINE ITP FOR INDIVIDUALIZED THERAPY
,70706-1801,70706,"CLARK, THEODORE",TGC3,PI,2014,2019,1821269,GRANT,A RESOURCE CENTER FOR TETRAHYMENA THERMOPHILA
,70706-838,70706,"CASSIDY-HANLEY, DONNA M",DMC4,KP,2014,2019,1821269,GRANT,A RESOURCE CENTER FOR TETRAHYMENA THERMOPHILA
,70720-3191,70720,"RUDSTAM, LARS G",LGR1,KP,2014,2015,72768,CONTRACT,BIOLOGICAL AND SOCIAL IMPACTS OF AQUATIC INVASIVE SPECIES IN THE GREAT LAKES: DEVELOPMENT OF SCENARIOS THROUGH EXPERT JUDGMENT AND ASSESSMENT OF IMPACTS
,70720-16607,70720,"STEDMAN, RICHARD C",RCS6,KP,2014,2015,72768,CONTRACT,BIOLOGICAL AND SOCIAL IMPACTS OF AQUATIC INVASIVE SPECIES IN THE GREAT LAKES: DEVELOPMENT OF SCENARIOS THROUGH EXPERT JUDGMENT AND ASSESSMENT OF IMPACTS
,70720-21108,70720,"CONNELLY, NANCY ANNE",NAC4,KP,2014,2015,72768,CONTRACT,BIOLOGICAL AND SOCIAL IMPACTS OF AQUATIC INVASIVE SPECIES IN THE GREAT LAKES: DEVELOPMENT OF SCENARIOS THROUGH EXPERT JUDGMENT AND ASSESSMENT OF IMPACTS
,70720-2346,70720,"LAUBER, BRUCE",TBL3,PI,2014,2015,72768,CONTRACT,BIOLOGICAL AND SOCIAL IMPACTS OF AQUATIC INVASIVE SPECIES IN THE GREAT LAKES: DEVELOPMENT OF SCENARIOS THROUGH EXPERT JUDGMENT AND ASSESSMENT OF IMPACTS
,70720-3779,70720,"POE, GREGORY L",GLP2,KP,2014,2015,72768,CONTRACT,BIOLOGICAL AND SOCIAL IMPACTS OF AQUATIC INVASIVE SPECIES IN THE GREAT LAKES: DEVELOPMENT OF SCENARIOS THROUGH EXPERT JUDGMENT AND ASSESSMENT OF IMPACTS
,70747-12667,70747,"GAO, HUAIZHU",HG55,PI,2014,2018,563431,CONTRACT,OPTIMISING OPERATIONS AND MANAGEMENT OF MULTI-MODAL URBAN TRANSPORT SYSTEMS FOR ENVIRONMENTAL IMPROVEMENT
,70754-25487,70754,"SOUTHARD, TERESA L",TLS93,KP,2014,2018,3027175,CONTRACT,CORNELL STEM CELL AND MODELING AND PHENOTYPING CORE
,70754-38931,70754,"MILLER, ANDREW D",ADM10,KP,2014,2018,3027175,CONTRACT,CORNELL STEM CELL AND MODELING AND PHENOTYPING CORE
,70754-7024,70754,"SCHIMENTI, JOHN C",JCS92,PI,2014,2018,3027175,CONTRACT,CORNELL STEM CELL AND MODELING AND PHENOTYPING CORE
,70754-4088,70754,"NIKITIN, ALEXANDER Y",AN58,CO,2014,2018,3027175,CONTRACT,CORNELL STEM CELL AND MODELING AND PHENOTYPING CORE
,70754-33587,70754,"BOGDANOVE, ADAM J",AJB7,KP,2014,2018,3027175,CONTRACT,CORNELL STEM CELL AND MODELING AND PHENOTYPING CORE
